Dzien	Samochod	Czas	Trasa
10.05.2022	MSO121	69	17
10.05.2022	MSO671	119	69
10.05.2022	MSO231	51	13
10.05.2022	MSO671	72	18
10.05.2022	MSO121	143	63
10.05.2022	MSO231	118	41
10.05.2022	MSO121	152	82
10.05.2022	MSO023	149	53
10.05.2022	MSO023	131	49
10.05.2022	MSO023	33	17
10.05.2022	MSO671	193	130
11.05.2022	MSO023	22	11
11.05.2022	MSO023	85	28
11.05.2022	MSO671	14	4
11.05.2022	MSO231	137	85
11.05.2022	MSO023	159	59
11.05.2022	MSO023	111	73
12.05.2022	MSO121	118	43
12.05.2022	MSO671	110	55
12.05.2022	MSO121	45	23
12.05.2022	MSO023	49	16
12.05.2022	MSO023	17	9
12.05.2022	MSO231	92	46
12.05.2022	MSO231	26	13
12.05.2022	MSO671	37	12
12.05.2022	MSO671	128	60
12.05.2022	MSO231	99	25
12.05.2022	MSO023	137	58
13.05.2022	MSO671	58	19
13.05.2022	MSO023	62	21
13.05.2022	MSO255	73	18
13.05.2022	MSO255	63	21
13.05.2022	MSO023	111	91
13.05.2022	MSO231	69	23
13.05.2022	MSO121	150	67
13.05.2022	MSO671	131	84
13.05.2022	MSO671	67	34
13.05.2022	MSO023	27	7
13.05.2022	MSO231	183	70
13.05.2022	MSO671	135	89
13.05.2022	MSO023	166	78
13.05.2022	MSO023	178	97
13.05.2022	MSO231	125	70
13.05.2022	MSO671	58	29
13.05.2022	MSO231	177	155
14.05.2022	MSO671	154	123
14.05.2022	MSO671	129	58
14.05.2022	MSO231	111	97
14.05.2022	MSO121	169	148
14.05.2022	MSO671	112	38
14.05.2022	MSO231	126	66
14.05.2022	MSO671	24	8
14.05.2022	MSO231	85	21
14.05.2022	MSO231	159	55
14.05.2022	MSO023	37	19
14.05.2022	MSO231	72	36
14.05.2022	MSO023	72	36
15.05.2022	MSO121	137	87
15.05.2022	MSO671	64	16
15.05.2022	MSO231	25	6
15.05.2022	MSO023	108	102
15.05.2022	MSO023	184	100
15.05.2022	MSO121	197	74
15.05.2022	MSO671	134	90
15.05.2022	MSO023	119	49
15.05.2022	MSO121	95	48
15.05.2022	MSO023	63	32
15.05.2022	MSO231	109	101
15.05.2022	MSO231	50	17
15.05.2022	MSO023	93	31
16.05.2022	MSO023	58	15
16.05.2022	MSO121	145	119
16.05.2022	MSO121	132	45
16.05.2022	MSO023	29	7
16.05.2022	MSO023	143	59
16.05.2022	MSO671	178	154
16.05.2022	MSO231	28	9
16.05.2022	MSO671	193	107
16.05.2022	MSO121	70	23
16.05.2022	MSO121	120	65
16.05.2022	MSO671	161	70
17.05.2022	MSO023	39	20
17.05.2022	MSO023	33	8
17.05.2022	MSO255	60	20
17.05.2022	MSO671	143	121
17.05.2022	MSO231	72	36
17.05.2022	MSO231	177	63
17.05.2022	MSO671	73	18
17.05.2022	MSO671	18	9
17.05.2022	MSO671	67	34
17.05.2022	MSO023	117	52
17.05.2022	MSO255	66	17
17.05.2022	MSO121	144	69
17.05.2022	MSO023	98	33
17.05.2022	MSO671	112	74
17.05.2022	MSO671	14	5
17.05.2022	MSO023	57	19
17.05.2022	MSO023	120	65
17.05.2022	MSO671	49	12
17.05.2022	MSO023	48	12
17.05.2022	MSO671	164	59
18.05.2022	MSO121	159	86
18.05.2022	MSO231	102	61
18.05.2022	MSO671	52	17
18.05.2022	MSO023	61	15
18.05.2022	MSO121	83	21
18.05.2022	MSO231	186	116
18.05.2022	MSO023	172	59
18.05.2022	MSO671	46	12
18.05.2022	MSO671	39	10
18.05.2022	MSO121	129	54
18.05.2022	MSO671	58	29
18.05.2022	MSO121	112	40
18.05.2022	MSO121	34	17
19.05.2022	MSO231	146	74
19.05.2022	MSO231	86	43
19.05.2022	MSO255	151	65
19.05.2022	MSO671	190	72
19.05.2022	MSO023	66	33
19.05.2022	MSO121	193	98
19.05.2022	MSO023	20	10
19.05.2022	MSO671	114	48
19.05.2022	MSO023	113	58
19.05.2022	MSO671	130	60
19.05.2022	MSO121	79	26
19.05.2022	MSO231	32	8
19.05.2022	MSO671	192	175
20.05.2022	MSO023	196	114
20.05.2022	MSO231	20	5
20.05.2022	MSO023	186	92
20.05.2022	MSO023	91	46
20.05.2022	MSO671	144	64
20.05.2022	MSO023	151	52
20.05.2022	MSO231	134	51
20.05.2022	MSO671	200	161
20.05.2022	MSO671	100	25
20.05.2022	MSO671	128	53
20.05.2022	MSO231	73	18
20.05.2022	MSO023	179	65
20.05.2022	MSO671	75	38
20.05.2022	MSO671	195	67
20.05.2022	MSO023	21	11
20.05.2022	MSO023	158	64
20.05.2022	MSO231	120	59
21.05.2022	MSO023	196	87
21.05.2022	MSO231	50	17
21.05.2022	MSO671	187	64
21.05.2022	MSO023	114	102
21.05.2022	MSO023	173	62
21.05.2022	MSO121	66	33
21.05.2022	MSO671	48	12
21.05.2022	MSO671	119	71
21.05.2022	MSO671	86	22
21.05.2022	MSO231	93	31
21.05.2022	MSO121	71	36
21.05.2022	MSO671	30	10
21.05.2022	MSO231	137	56
21.05.2022	MSO023	30	10
22.05.2022	MSO231	152	58
22.05.2022	MSO671	137	48
22.05.2022	MSO231	19	10
22.05.2022	MSO671	145	49
22.05.2022	MSO671	169	121
22.05.2022	MSO023	140	86
22.05.2022	MSO023	174	68
22.05.2022	MSO671	134	56
22.05.2022	MSO671	74	37
22.05.2022	MSO231	131	112
22.05.2022	MSO671	178	137
22.05.2022	MSO023	73	37
23.05.2022	MSO023	82	27
23.05.2022	MSO121	137	82
23.05.2022	MSO671	39	20
23.05.2022	MSO671	105	39
23.05.2022	MSO671	152	87
23.05.2022	MSO255	48	24
23.05.2022	MSO023	155	125
23.05.2022	MSO671	149	57
23.05.2022	MSO671	86	43
23.05.2022	MSO121	99	50
23.05.2022	MSO671	135	69
23.05.2022	MSO121	174	115
23.05.2022	MSO671	190	92
23.05.2022	MSO671	109	65
23.05.2022	MSO231	194	75
24.05.2022	MSO671	148	53
24.05.2022	MSO121	147	126
24.05.2022	MSO671	161	160
24.05.2022	MSO023	12	4
24.05.2022	MSO121	196	87
24.05.2022	MSO023	35	18
24.05.2022	MSO121	60	15
24.05.2022	MSO023	87	44
24.05.2022	MSO671	178	77
25.05.2022	MSO231	52	13
25.05.2022	MSO671	71	36
25.05.2022	MSO255	110	37
25.05.2022	MSO231	119	41
25.05.2022	MSO671	105	38
25.05.2022	MSO671	39	20
25.05.2022	MSO121	88	44
25.05.2022	MSO671	134	47
25.05.2022	MSO231	159	150
25.05.2022	MSO671	39	13
25.05.2022	MSO231	47	16
25.05.2022	MSO023	105	59
25.05.2022	MSO671	134	81
26.05.2022	MSO231	149	50
26.05.2022	MSO231	110	83
26.05.2022	MSO671	176	71
26.05.2022	MSO023	150	81
26.05.2022	MSO023	133	88
26.05.2022	MSO671	198	88
26.05.2022	MSO671	88	29
26.05.2022	MSO231	140	104
26.05.2022	MSO121	181	95
26.05.2022	MSO671	155	64
26.05.2022	MSO671	105	76
27.05.2022	MSO671	139	53
27.05.2022	MSO231	123	57
27.05.2022	MSO231	170	99
27.05.2022	MSO671	88	44
27.05.2022	MSO121	92	23
27.05.2022	MSO023	115	50
27.05.2022	MSO023	107	57
27.05.2022	MSO671	24	12
27.05.2022	MSO231	194	131
27.05.2022	MSO023	78	26
27.05.2022	MSO671	158	65
27.05.2022	MSO231	32	16
27.05.2022	MSO231	136	109
27.05.2022	MSO231	181	178
27.05.2022	MSO231	155	58
27.05.2022	MSO671	170	147
28.05.2022	MSO121	34	17
28.05.2022	MSO255	54	14
28.05.2022	MSO255	63	16
28.05.2022	MSO231	122	48
28.05.2022	MSO671	137	71
28.05.2022	MSO671	107	45
28.05.2022	MSO121	147	65
28.05.2022	MSO231	45	15
28.05.2022	MSO671	140	91
28.05.2022	MSO671	171	72
28.05.2022	MSO671	154	95
28.05.2022	MSO255	30	10
28.05.2022	MSO023	133	54
28.05.2022	MSO671	142	127
29.05.2022	MSO671	105	80
29.05.2022	MSO023	133	76
29.05.2022	MSO023	14	4
29.05.2022	MSO231	82	27
29.05.2022	MSO671	134	45
29.05.2022	MSO023	85	43
29.05.2022	MSO671	48	24
29.05.2022	MSO671	71	18
29.05.2022	MSO121	173	77
29.05.2022	MSO671	98	25
29.05.2022	MSO671	143	100
29.05.2022	MSO671	10	3
29.05.2022	MSO023	49	12
30.05.2022	MSO231	113	46
30.05.2022	MSO671	173	77
30.05.2022	MSO671	158	57
30.05.2022	MSO023	191	94
30.05.2022	MSO671	113	38
30.05.2022	MSO671	68	23
30.05.2022	MSO121	107	42
30.05.2022	MSO255	107	81
30.05.2022	MSO231	166	93
30.05.2022	MSO671	83	42
30.05.2022	MSO671	164	58
30.05.2022	MSO671	184	74
30.05.2022	MSO023	195	111
30.05.2022	MSO023	52	26
30.05.2022	MSO671	113	39
30.05.2022	MSO671	188	85
31.05.2022	MSO121	196	91
31.05.2022	MSO671	78	39
31.05.2022	MSO671	182	98
31.05.2022	MSO671	164	67
31.05.2022	MSO121	137	93
31.05.2022	MSO255	26	7
31.05.2022	MSO671	10	3
31.05.2022	MSO023	71	24
31.05.2022	MSO023	124	46
31.05.2022	MSO231	111	73
31.05.2022	MSO671	159	73
31.05.2022	MSO231	91	46
31.05.2022	MSO023	55	18
31.05.2022	MSO023	116	44
01.06.2022	MSO255	124	95
01.06.2022	MSO671	89	45
01.06.2022	MSO023	121	100
01.06.2022	MSO671	37	9
01.06.2022	MSO671	153	91
01.06.2022	MSO231	40	10
01.06.2022	MSO671	114	60
01.06.2022	MSO671	36	12
01.06.2022	MSO255	180	82
01.06.2022	MSO671	172	122
01.06.2022	MSO671	146	84
01.06.2022	MSO121	161	59
01.06.2022	MSO231	99	50
01.06.2022	MSO671	163	98
01.06.2022	MSO671	99	25
02.06.2022	MSO231	152	83
02.06.2022	MSO121	53	18
02.06.2022	MSO121	10	3
02.06.2022	MSO121	88	29
02.06.2022	MSO671	57	19
02.06.2022	MSO023	89	22
02.06.2022	MSO671	163	108
02.06.2022	MSO671	80	20
02.06.2022	MSO671	113	39
02.06.2022	MSO231	167	97
02.06.2022	MSO671	70	18
02.06.2022	MSO231	35	9
02.06.2022	MSO671	90	23
02.06.2022	MSO671	37	12
02.06.2022	MSO671	28	9
03.06.2022	MSO121	161	155
03.06.2022	MSO671	127	44
03.06.2022	MSO671	124	44
03.06.2022	MSO023	177	60
03.06.2022	MSO671	168	128
03.06.2022	MSO231	128	76
03.06.2022	MSO231	136	70
03.06.2022	MSO023	164	130
03.06.2022	MSO671	49	12
03.06.2022	MSO671	142	53
04.06.2022	MSO671	65	33
04.06.2022	MSO023	156	71
04.06.2022	MSO023	171	99
04.06.2022	MSO671	130	51
04.06.2022	MSO671	17	4
04.06.2022	MSO671	122	60
04.06.2022	MSO671	112	101
04.06.2022	MSO023	130	67
04.06.2022	MSO023	138	50
04.06.2022	MSO231	193	148
04.06.2022	MSO231	78	39
05.06.2022	MSO671	150	136
05.06.2022	MSO231	45	15
05.06.2022	MSO023	77	26
05.06.2022	MSO023	191	119
05.06.2022	MSO023	148	83
05.06.2022	MSO121	153	59
05.06.2022	MSO671	109	56
05.06.2022	MSO231	37	19
05.06.2022	MSO671	181	71
05.06.2022	MSO121	136	78
05.06.2022	MSO023	55	18
05.06.2022	MSO231	102	84
05.06.2022	MSO671	91	23
05.06.2022	MSO023	136	73
06.06.2022	MSO671	96	24
06.06.2022	MSO023	98	33
06.06.2022	MSO023	193	75
06.06.2022	MSO255	63	16
06.06.2022	MSO023	33	17
06.06.2022	MSO255	94	47
06.06.2022	MSO023	122	79
06.06.2022	MSO231	179	94
06.06.2022	MSO671	182	68
06.06.2022	MSO671	181	105
06.06.2022	MSO121	18	9
06.06.2022	MSO231	173	58
06.06.2022	MSO023	143	48
06.06.2022	MSO023	131	67
06.06.2022	MSO671	52	13
06.06.2022	MSO671	110	76
07.06.2022	MSO231	110	82
07.06.2022	MSO121	146	52
07.06.2022	MSO671	66	22
07.06.2022	MSO671	19	5
07.06.2022	MSO231	64	21
07.06.2022	MSO023	83	21
07.06.2022	MSO671	47	24
07.06.2022	MSO231	119	73
07.06.2022	MSO023	131	62
07.06.2022	MSO671	169	63
08.06.2022	MSO023	153	52
08.06.2022	MSO023	102	36
08.06.2022	MSO231	50	13
08.06.2022	MSO671	103	40
08.06.2022	MSO255	190	138
08.06.2022	MSO121	35	9
08.06.2022	MSO121	139	86
08.06.2022	MSO671	127	84
08.06.2022	MSO023	118	56
08.06.2022	MSO231	119	64
08.06.2022	MSO121	68	23
08.06.2022	MSO255	63	32
08.06.2022	MSO023	128	73
08.06.2022	MSO231	52	26
08.06.2022	MSO671	190	79
08.06.2022	MSO671	104	37
08.06.2022	MSO023	63	32
08.06.2022	MSO121	113	69
08.06.2022	MSO023	136	46
08.06.2022	MSO671	165	60
08.06.2022	MSO671	16	5
09.06.2022	MSO671	90	23
09.06.2022	MSO671	178	85
09.06.2022	MSO671	102	49
09.06.2022	MSO121	163	69
09.06.2022	MSO231	60	20
09.06.2022	MSO121	195	167
09.06.2022	MSO671	140	85
09.06.2022	MSO255	38	10
09.06.2022	MSO023	67	17
09.06.2022	MSO231	61	15
09.06.2022	MSO231	173	96
09.06.2022	MSO671	66	33
09.06.2022	MSO023	48	16
09.06.2022	MSO671	140	114
09.06.2022	MSO671	142	82
09.06.2022	MSO121	182	63
09.06.2022	MSO023	91	30
10.06.2022	MSO121	127	56
10.06.2022	MSO231	180	77
10.06.2022	MSO231	155	114
10.06.2022	MSO671	187	70
10.06.2022	MSO023	94	24
10.06.2022	MSO023	87	22
10.06.2022	MSO023	54	27
10.06.2022	MSO231	168	63
10.06.2022	MSO671	19	5
10.06.2022	MSO023	67	34
10.06.2022	MSO671	74	37
10.06.2022	MSO671	58	29
10.06.2022	MSO671	165	104
11.06.2022	MSO671	145	75
11.06.2022	MSO671	169	57
11.06.2022	MSO121	131	56
11.06.2022	MSO231	29	7
11.06.2022	MSO671	115	49
11.06.2022	MSO671	27	14
11.06.2022	MSO671	121	93
11.06.2022	MSO121	195	98
11.06.2022	MSO231	80	20
11.06.2022	MSO121	60	20
11.06.2022	MSO121	16	5
11.06.2022	MSO231	56	19
11.06.2022	MSO671	104	67
11.06.2022	MSO671	138	86
11.06.2022	MSO671	132	72
12.06.2022	MSO121	107	37
12.06.2022	MSO671	183	178
12.06.2022	MSO023	133	109
12.06.2022	MSO023	51	13
12.06.2022	MSO231	199	92
12.06.2022	MSO671	126	102
12.06.2022	MSO023	89	45
12.06.2022	MSO671	76	19
12.06.2022	MSO023	123	60
12.06.2022	MSO121	193	98
12.06.2022	MSO671	90	23
12.06.2022	MSO023	41	21
12.06.2022	MSO023	101	42
13.06.2022	MSO121	100	50
13.06.2022	MSO671	21	7
13.06.2022	MSO671	165	109
13.06.2022	MSO671	121	55
13.06.2022	MSO671	105	63
13.06.2022	MSO671	129	85
13.06.2022	MSO231	31	16
13.06.2022	MSO231	79	20
13.06.2022	MSO255	101	50
13.06.2022	MSO231	63	32
13.06.2022	MSO023	45	15
13.06.2022	MSO231	125	69
13.06.2022	MSO671	30	10
14.06.2022	MSO671	137	112
14.06.2022	MSO023	143	53
14.06.2022	MSO023	114	38
14.06.2022	MSO023	89	30
14.06.2022	MSO671	158	114
14.06.2022	MSO671	60	20
14.06.2022	MSO231	75	19
14.06.2022	MSO671	171	59
14.06.2022	MSO671	41	21
14.06.2022	MSO671	105	62
14.06.2022	MSO255	33	11
14.06.2022	MSO121	66	33
14.06.2022	MSO023	174	95
14.06.2022	MSO231	32	11
14.06.2022	MSO231	146	103
14.06.2022	MSO121	37	12
15.06.2022	MSO671	90	30
15.06.2022	MSO671	140	59
15.06.2022	MSO121	171	84
15.06.2022	MSO231	136	47
15.06.2022	MSO023	93	23
15.06.2022	MSO231	107	47
15.06.2022	MSO671	113	70
15.06.2022	MSO231	156	74
15.06.2022	MSO671	197	178
15.06.2022	MSO023	40	13
15.06.2022	MSO231	187	109
15.06.2022	MSO231	58	15
15.06.2022	MSO023	96	24
16.06.2022	MSO231	85	21
16.06.2022	MSO671	192	83
16.06.2022	MSO023	127	55
16.06.2022	MSO231	16	4
16.06.2022	MSO023	44	22
16.06.2022	MSO023	181	93
16.06.2022	MSO671	60	15
16.06.2022	MSO231	97	24
16.06.2022	MSO231	162	67
16.06.2022	MSO023	144	53
16.06.2022	MSO121	180	122
16.06.2022	MSO231	67	22
16.06.2022	MSO231	130	63
16.06.2022	MSO121	33	11
16.06.2022	MSO231	18	9
16.06.2022	MSO121	175	64
16.06.2022	MSO231	133	76
16.06.2022	MSO671	132	60
16.06.2022	MSO121	135	83
17.06.2022	MSO671	47	16
17.06.2022	MSO231	38	13
17.06.2022	MSO023	45	23
17.06.2022	MSO023	116	45
17.06.2022	MSO121	27	9
17.06.2022	MSO671	110	48
18.06.2022	MSO671	42	11
18.06.2022	MSO671	20	10
18.06.2022	MSO671	49	25
18.06.2022	MSO121	29	15
18.06.2022	MSO023	138	54
18.06.2022	MSO121	76	25
18.06.2022	MSO671	199	149
18.06.2022	MSO023	96	24
18.06.2022	MSO671	135	45
18.06.2022	MSO023	21	5
18.06.2022	MSO121	99	33
18.06.2022	MSO231	24	8
19.06.2022	MSO023	58	29
19.06.2022	MSO231	177	74
19.06.2022	MSO671	38	19
19.06.2022	MSO023	58	19
19.06.2022	MSO121	45	11
19.06.2022	MSO671	24	8
19.06.2022	MSO023	101	38
19.06.2022	MSO671	108	79
19.06.2022	MSO023	166	119
19.06.2022	MSO671	32	8
19.06.2022	MSO121	128	70
19.06.2022	MSO231	153	66
19.06.2022	MSO231	154	55
19.06.2022	MSO121	197	71
19.06.2022	MSO121	52	13
19.06.2022	MSO671	76	19
19.06.2022	MSO023	27	7
19.06.2022	MSO255	142	68
20.06.2022	MSO121	97	24
20.06.2022	MSO671	176	104
20.06.2022	MSO121	189	129
20.06.2022	MSO023	72	18
20.06.2022	MSO231	186	75
20.06.2022	MSO671	127	96
20.06.2022	MSO231	89	22
20.06.2022	MSO023	26	7
20.06.2022	MSO023	121	43
20.06.2022	MSO121	195	111
20.06.2022	MSO023	68	34
20.06.2022	MSO023	100	25
21.06.2022	MSO231	89	30
21.06.2022	MSO023	22	6
21.06.2022	MSO023	47	12
21.06.2022	MSO671	136	63
21.06.2022	MSO671	143	64
21.06.2022	MSO671	81	27
21.06.2022	MSO023	172	72
21.06.2022	MSO023	82	41
21.06.2022	MSO671	57	29
21.06.2022	MSO231	175	143
21.06.2022	MSO231	198	92
21.06.2022	MSO231	135	64
21.06.2022	MSO121	170	76
21.06.2022	MSO671	160	92
21.06.2022	MSO231	131	62
21.06.2022	MSO023	15	8
21.06.2022	MSO231	112	38
22.06.2022	MSO671	85	28
22.06.2022	MSO121	191	71
22.06.2022	MSO231	125	51
22.06.2022	MSO671	176	122
22.06.2022	MSO121	120	56
22.06.2022	MSO023	170	82
22.06.2022	MSO255	61	31
22.06.2022	MSO671	91	23
22.06.2022	MSO121	194	126
22.06.2022	MSO671	196	91
22.06.2022	MSO671	153	68
23.06.2022	MSO231	193	126
23.06.2022	MSO671	127	70
23.06.2022	MSO023	40	20
23.06.2022	MSO671	131	54
23.06.2022	MSO121	14	7
23.06.2022	MSO671	197	143
23.06.2022	MSO255	189	126
23.06.2022	MSO023	169	59
23.06.2022	MSO023	178	62
23.06.2022	MSO231	195	69
24.06.2022	MSO023	131	129
24.06.2022	MSO121	183	70
24.06.2022	MSO671	95	24
24.06.2022	MSO671	17	6
24.06.2022	MSO671	14	5
24.06.2022	MSO255	149	66
24.06.2022	MSO023	200	72
24.06.2022	MSO671	24	8
24.06.2022	MSO121	135	102
24.06.2022	MSO671	133	59
24.06.2022	MSO671	110	62
24.06.2022	MSO023	200	142
24.06.2022	MSO671	95	32
24.06.2022	MSO671	88	29
24.06.2022	MSO671	96	32
24.06.2022	MSO231	15	8
24.06.2022	MSO231	91	23
24.06.2022	MSO023	34	9
24.06.2022	MSO023	93	47
25.06.2022	MSO023	100	25
25.06.2022	MSO231	168	116
25.06.2022	MSO121	40	13
25.06.2022	MSO121	28	7
25.06.2022	MSO121	32	11
25.06.2022	MSO121	133	104
25.06.2022	MSO023	157	93
25.06.2022	MSO023	151	129
26.06.2022	MSO023	78	20
26.06.2022	MSO023	58	19
26.06.2022	MSO671	113	38
26.06.2022	MSO023	35	9
26.06.2022	MSO671	186	158
26.06.2022	MSO671	70	35
26.06.2022	MSO671	26	7
26.06.2022	MSO121	166	154
26.06.2022	MSO671	80	20
26.06.2022	MSO671	94	24
26.06.2022	MSO023	163	68
26.06.2022	MSO023	58	19
26.06.2022	MSO023	149	105
26.06.2022	MSO023	101	97
26.06.2022	MSO671	32	8
26.06.2022	MSO121	93	23
26.06.2022	MSO671	104	38
26.06.2022	MSO121	110	70
27.06.2022	MSO671	26	9
27.06.2022	MSO023	30	10
27.06.2022	MSO023	54	18
27.06.2022	MSO231	187	82
27.06.2022	MSO023	106	100
27.06.2022	MSO671	71	24
27.06.2022	MSO671	50	13
27.06.2022	MSO121	133	53
27.06.2022	MSO231	172	78
27.06.2022	MSO255	178	65
27.06.2022	MSO023	142	49
27.06.2022	MSO671	126	44
27.06.2022	MSO671	116	56
27.06.2022	MSO671	180	157
27.06.2022	MSO023	24	8
27.06.2022	MSO671	45	23
27.06.2022	MSO023	76	19
27.06.2022	MSO671	47	16
28.06.2022	MSO023	141	49
28.06.2022	MSO023	95	32
28.06.2022	MSO671	194	148
28.06.2022	MSO023	159	112
28.06.2022	MSO671	173	63
28.06.2022	MSO023	103	42
28.06.2022	MSO023	113	91
28.06.2022	MSO121	36	9
28.06.2022	MSO255	195	84
28.06.2022	MSO023	105	42
28.06.2022	MSO023	106	38
28.06.2022	MSO671	93	31
28.06.2022	MSO231	131	73
28.06.2022	MSO231	88	29
28.06.2022	MSO023	173	96
28.06.2022	MSO671	78	26
28.06.2022	MSO023	184	162
29.06.2022	MSO121	95	48
29.06.2022	MSO121	98	49
29.06.2022	MSO671	128	78
29.06.2022	MSO671	144	49
29.06.2022	MSO121	54	14
29.06.2022	MSO671	200	175
29.06.2022	MSO121	79	40
29.06.2022	MSO231	13	3
29.06.2022	MSO023	83	42
29.06.2022	MSO231	187	147
29.06.2022	MSO671	66	33
29.06.2022	MSO121	94	24
29.06.2022	MSO231	186	86
30.06.2022	MSO023	87	22
30.06.2022	MSO231	20	7
30.06.2022	MSO023	87	44
30.06.2022	MSO255	183	67
30.06.2022	MSO231	10	3
30.06.2022	MSO255	36	9
30.06.2022	MSO023	184	119
30.06.2022	MSO671	168	84
30.06.2022	MSO023	160	91
30.06.2022	MSO671	152	93
30.06.2022	MSO231	138	94
30.06.2022	MSO023	192	73
30.06.2022	MSO121	160	54
30.06.2022	MSO231	166	88
01.07.2022	MSO671	30	15
01.07.2022	MSO121	91	46
01.07.2022	MSO231	23	12
01.07.2022	MSO255	28	7
01.07.2022	MSO231	162	104
01.07.2022	MSO231	69	23
01.07.2022	MSO671	49	12
01.07.2022	MSO255	109	94
01.07.2022	MSO671	88	29
01.07.2022	MSO671	171	60
01.07.2022	MSO671	26	13
01.07.2022	MSO023	62	16
01.07.2022	MSO231	51	13
01.07.2022	MSO023	77	26
01.07.2022	MSO023	56	14
01.07.2022	MSO255	44	11
02.07.2022	MSO231	184	71
02.07.2022	MSO231	170	62
02.07.2022	MSO121	141	74
02.07.2022	MSO671	170	136
02.07.2022	MSO231	53	18
02.07.2022	MSO231	170	104
02.07.2022	MSO231	94	24
02.07.2022	MSO121	157	89
02.07.2022	MSO023	79	40
02.07.2022	MSO023	150	75
02.07.2022	MSO121	173	119
02.07.2022	MSO671	196	131
02.07.2022	MSO023	27	9
02.07.2022	MSO671	147	49
02.07.2022	MSO671	120	88
02.07.2022	MSO023	45	23
02.07.2022	MSO023	179	173
03.07.2022	MSO231	20	7
03.07.2022	MSO231	38	19
03.07.2022	MSO255	43	14
03.07.2022	MSO671	53	13
03.07.2022	MSO023	143	54
03.07.2022	MSO255	199	97
03.07.2022	MSO023	27	7
03.07.2022	MSO671	97	24
03.07.2022	MSO671	162	115
03.07.2022	MSO671	72	24
03.07.2022	MSO255	168	68
03.07.2022	MSO255	54	18
03.07.2022	MSO671	71	18
03.07.2022	MSO023	76	38
03.07.2022	MSO121	192	66
03.07.2022	MSO121	12	6
04.07.2022	MSO023	179	62
04.07.2022	MSO023	132	94
04.07.2022	MSO231	165	160
04.07.2022	MSO023	46	23
04.07.2022	MSO671	36	9
04.07.2022	MSO121	195	72
04.07.2022	MSO671	80	40
04.07.2022	MSO121	34	9
04.07.2022	MSO023	152	87
04.07.2022	MSO671	150	54
04.07.2022	MSO671	30	15
04.07.2022	MSO231	92	46
04.07.2022	MSO231	25	8
04.07.2022	MSO121	48	12
04.07.2022	MSO671	23	12
04.07.2022	MSO023	110	72
04.07.2022	MSO023	95	32
04.07.2022	MSO121	185	68
04.07.2022	MSO255	107	37
04.07.2022	MSO023	34	9
04.07.2022	MSO671	34	17
05.07.2022	MSO255	131	51
05.07.2022	MSO671	194	91
05.07.2022	MSO023	63	32
05.07.2022	MSO671	16	4
05.07.2022	MSO121	111	47
05.07.2022	MSO023	131	47
05.07.2022	MSO231	132	88
05.07.2022	MSO121	87	44
05.07.2022	MSO121	42	21
05.07.2022	MSO671	74	19
05.07.2022	MSO231	182	85
06.07.2022	MSO121	160	97
06.07.2022	MSO121	16	8
06.07.2022	MSO121	105	37
06.07.2022	MSO671	88	44
06.07.2022	MSO231	21	7
06.07.2022	MSO671	17	6
06.07.2022	MSO121	64	21
06.07.2022	MSO671	187	68
06.07.2022	MSO231	145	119
06.07.2022	MSO671	192	110
06.07.2022	MSO231	163	59
06.07.2022	MSO671	48	12
07.07.2022	MSO231	160	113
07.07.2022	MSO671	44	22
07.07.2022	MSO121	107	44
07.07.2022	MSO671	141	49
07.07.2022	MSO023	64	21
07.07.2022	MSO671	140	75
07.07.2022	MSO671	83	21
07.07.2022	MSO231	172	114
07.07.2022	MSO231	39	20
07.07.2022	MSO231	25	13
08.07.2022	MSO023	117	73
08.07.2022	MSO023	15	8
08.07.2022	MSO671	156	101
08.07.2022	MSO671	48	12
08.07.2022	MSO231	38	19
08.07.2022	MSO023	28	9
08.07.2022	MSO671	142	48
08.07.2022	MSO023	171	116
08.07.2022	MSO671	139	48
08.07.2022	MSO671	51	13
08.07.2022	MSO023	190	64
08.07.2022	MSO231	78	20
08.07.2022	MSO121	83	28
09.07.2022	MSO671	132	120
09.07.2022	MSO023	12	4
09.07.2022	MSO231	111	61
09.07.2022	MSO121	143	74
09.07.2022	MSO231	190	136
09.07.2022	MSO023	188	143
09.07.2022	MSO121	124	95
09.07.2022	MSO671	197	105
09.07.2022	MSO231	76	38
09.07.2022	MSO121	19	5
09.07.2022	MSO231	54	27
09.07.2022	MSO023	48	24
09.07.2022	MSO023	82	21
09.07.2022	MSO023	182	95
10.07.2022	MSO023	66	17
10.07.2022	MSO023	162	57
10.07.2022	MSO023	55	28
10.07.2022	MSO671	162	62
10.07.2022	MSO231	173	70
10.07.2022	MSO231	162	82
10.07.2022	MSO121	62	21
10.07.2022	MSO671	10	3
10.07.2022	MSO671	115	97
10.07.2022	MSO671	186	78
10.07.2022	MSO255	134	45
10.07.2022	MSO023	96	48
10.07.2022	MSO231	133	71
11.07.2022	MSO255	87	22
11.07.2022	MSO671	182	73
11.07.2022	MSO121	85	21
11.07.2022	MSO121	154	67
11.07.2022	MSO121	200	76
11.07.2022	MSO023	192	83
11.07.2022	MSO671	178	108
11.07.2022	MSO255	73	24
11.07.2022	MSO121	195	112
11.07.2022	MSO671	174	66
11.07.2022	MSO671	186	132
11.07.2022	MSO231	41	14
11.07.2022	MSO121	95	24
12.07.2022	MSO121	32	16
12.07.2022	MSO023	56	28
